estimate,ci_lb,ci_ub,pval
-0.3724251821383129,-3.3850085339537843,2.640158169677159,0.8085500290462433
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-0.13534681759964992,-2.055868834424154,1.7851751992248541,0.8901404822260746
NA,NA,NA,NA
0.9125987485576463,-1.1920695765522866,3.017267073667579,0.39540629331929233
NA,NA,NA,NA
NA,NA,NA,NA
0.39527295090952,-1.548891506578246,2.339437408397286,0.6902725712751417
NA,NA,NA,NA
-0.2155993821297113,-1.1389440344303348,0.7077452701709122,0.6472052041129122
NA,NA,NA,NA
0.1375869236774322,-0.6838717299534951,0.9590455773083595,0.7427027549023268
0.573300489623849,-0.2208801553866273,1.3674811346343254,0.15711180612980585
-0.10316816392799724,-1.0010490932339837,0.7947127653779892,0.8218210033496416
0.04744317743826901,-1.012059874352371,1.1069462292289092,0.9300637310903112
-0.22560887454864711,-1.162418351027028,0.7112006019297339,0.6369182582530029
NA,NA,NA,NA
NA,NA,NA,NA
-0.6093120998857497,-1.8583954920610828,0.6397712922895833,0.339029342554169
NA,NA,NA,NA
NA,NA,NA,NA
0.020871840181930505,-0.678025897806964,0.7197695781708251,0.9533246771029105
NA,NA,NA,NA
-0.7604762750827885,-2.0604312135658223,0.5394786634002451,0.25155404489071415
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-0.4569955188833145,-1.4468183143370243,0.5328272765703954,0.3655161668142142
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0.0021994717925337814,-0.5661680639694655,0.570567007554533,0.9939483594892424
-0.3599515989433048,-1.3336473277514695,0.6137441298648598,0.4687275564775879
0.7326682647888213,-0.026119872222228335,1.491456401799871,0.05842494408232133
-0.9772372036436794,-2.159237679974958,0.20476327268759964,0.10513981424444788
-0.7039342837589087,-1.8181864321235526,0.41031786460573527,0.21563564589276102
NA,NA,NA,NA
-1.165670412150037,-2.7979153311719527,0.4665745068718785,0.16159972101240344
NA,NA,NA,NA
NA,NA,NA,NA
1.018766270977025,0.30551206336688996,1.7320204785871602,0.005118402910967909
0.3381292151650788,-0.441287856463868,1.1175462867940256,0.395170619780965
0.2921672599514989,-0.4942836070065138,1.0786181269095116,0.4665349159822193
2.6026657753910314,1.8132088860110813,3.3921226647709815,1.0362200106905964e-10
NA,NA,NA,NA
0.1841865625046257,-0.5600253581959639,0.9283984832052153,0.6276227338217877
-1.0263455978821916,-2.158597003448258,0.10590580768387459,0.07562788687263101
NA,NA,NA,NA
NA,NA,NA,NA
1.431599319729257,0.39293853708843063,2.470260102370083,0.006903927185879943
NA,NA,NA,NA
NA,NA,NA,NA
0.08312107189629031,-0.8385995932866241,1.0048417370792047,0.8597046116434408
NA,NA,NA,NA
0.5250255839843642,-0.2539483286784566,1.3039994966471848,0.18649849766254448
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-1.1052428095520312,-2.0034142740397956,-0.20707134506426694,0.01587271840874928
NA,NA,NA,NA
-0.41319312449889856,-1.8576491823923185,1.0312629333945211,0.5750317435027783
0.018354567720344158,-0.8216825256175102,0.8583916610581985,0.9658413168341584
NA,NA,NA,NA
1.3625539198292098,0.6738696079227484,2.051238231735671,1.054200384219317e-4
1.3528100309199445,-0.056944276521075254,2.7625643383609644,0.059999802303581574
0.08355287380751812,-1.0210345858466525,1.188140333461689,0.8821415207364424
0.5380846635894434,-0.46921010157501275,1.5453794287538996,0.2951046413114388
0.7339930204729423,-0.6774645938625019,2.1454506348083866,0.30809380727742813
1.589721618324778,0.6624716776640985,2.5169715589854573,7.787029874393709e-4
0.6657126980087161,-0.03345007002786515,1.3648754660452975,0.062014318365958714
NA,NA,NA,NA
1.0530906615633373,0.061467659507161265,2.0447136636195133,0.03739217625415617
NA,NA,NA,NA
-0.27589729248336947,-1.370292341709388,0.8184977567426489,0.621230290492732
1.173770529088046,0.5029818690112061,1.8445591891648858,6.044345370136886e-4
1.0893394650175778,0.03645194471370172,2.1422269853214537,0.042578646899165504
0.5436100800158888,-0.7195879099393278,1.8068080699711055,0.39897158089743656
0.8452870840874366,-0.00876563027129873,1.699339798446172,0.05239819488480327
0.6191411650842573,-1.043265075179821,2.2815474053483356,0.46541304455279386
-0.08996031258907261,-1.3315782835765184,1.151657658398373,0.8870741396681654
0.4048830326244782,-0.7835914207217892,1.5933574859707456,0.5043187874438602
0.7122867625540985,-0.29752892213937465,1.7221024472475717,0.16682241845998488
0.3086701279475918,-0.666624161765637,1.2839644176608205,0.535055377496586
1.26988530224078,0.5209991593589162,2.0187714451226437,8.889271562948145e-4
3.4579617729236856,2.0001638819009537,4.915759663946417,3.333506830503631e-6
-0.04657653678771247,-1.5323125108965385,1.4391594373211136,0.9510062690611477
0.9280889238028222,-0.21685836854404072,2.073036216149685,0.1121196361119059
1.0451906432151856,-0.34289789964245077,2.433279186072822,0.13999856845807354
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
1.1396673854794446,-1.1549262973965222,3.4342610683554113,0.3303221626881109
NA,NA,NA,NA
NA,NA,NA,NA
0.9885938057436089,-0.9244548064791723,2.90164241796639,0.31113756557585964
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
2.257275759118978,0.17435666789997972,4.340194850337976,0.033667773413525275
NA,NA,NA,NA
-1.8275878582583422,-5.409035307062799,1.7538595905461138,0.3172349883301176
NA,NA,NA,NA
1.331230436343215,-0.16201952230356365,2.824480394989994,0.08058437758868407
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
2.3846361428184193,0.31590423173365156,4.453368053903187,0.02386728567454032
NA,NA,NA,NA
0.17289700077721704,-2.5602692093252006,2.9060632108796343,0.9013270699909839
-1.9773248954069613,-9.115887448057732,5.1612376572438095,0.5872025169973318
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
2.347569590119715,1.093125857513676,3.602013322725754,2.445678005812189e-4
0.6971828995938046,-1.792342575390991,3.1867083745786,0.5830870789561835
NA,NA,NA,NA
2.033052122741222,-0.4061148648160784,4.472219110298523,0.10233548161312862
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0.8276795431012045,0.025467535353175474,1.6298915508492335,0.04315711377230959
NA,NA,NA,NA
NA,NA,NA,NA
1.6614094278110378,-0.4971476352998818,3.8199664909219573,0.1314124712242299
1.9790681329221038,-0.13811054642147402,4.096246812265681,0.06693517217984733
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-1.536494650698993,-4.489386497072393,1.416397195674407,0.3078048379456965
2.505651283981756,0.4383831250456556,4.572919442917857,0.017520810852809692
NA,NA,NA,NA
NA,NA,NA,NA
1.3135169332395453,-0.37064570896259785,2.9976795754416887,0.12635850058480702
NA,NA,NA,NA
1.391752872443255,-0.10990271662365392,2.8934084615101643,0.06929083726521588
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-2.5797707644947954,-7.34973578408644,2.1901942550968494,0.2891355515007021
1.7550424920573149,-0.41439545266274047,3.9244804367773702,0.11283433783632417
2.146018439374633,0.05351181135776972,4.238525067391496,0.044422058538460873
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-3.015793851263239,-5.911277409191253,-0.12031029333522492,0.04121083756598503
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0.5330012450549613,-3.2643611633390686,4.330363653448991,0.7832376220247964
NA,NA,NA,NA
1.2794431425893704,-1.0955447545305217,3.6544310397092623,0.29103068846963503
1.4577407108442417,0.30105457394904644,2.614426847739437,0.013507892187475735
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
1.4777117434451963,-0.8764881769753678,3.8319116638657604,0.218602333630161
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-1.8584661819024997,-6.615102022949609,2.898169659144609,0.44380844394739694
0.4421218497560798,-1.6704909123892087,2.5547346119013685,0.6816768971478806
NA,NA,NA,NA
