time_window,molecule,ae_term,n_studies,events_total,n_total,rate,rate_pct,events_source
session,PSILOCYBIN,depression,2,13,208,0.0625,6.25,row-wise preference: absolute_events else events
session,PSILOCYBIN,polyuria,1,10,160,0.0625,6.25,row-wise preference: absolute_events else events
session,PSILOCYBIN,euphoric mood,1,9,154,0.05844155844155844,5.844155844155844,row-wise preference: absolute_events else events
session,PSILOCYBIN,hyperglycemia,1,1,18,0.05555555555555555,5.555555555555555,row-wise preference: absolute_events else events
session,PSILOCYBIN,memory impairment,1,1,18,0.05555555555555555,5.555555555555555,row-wise preference: absolute_events else events
session,PSILOCYBIN,depressed mood,1,8,154,0.05194805194805195,5.194805194805195,row-wise preference: absolute_events else events
session,PSILOCYBIN,suicidal ideation,3,18.6,362,0.051381215469613266,5.138121546961327,row-wise preference: absolute_events else events
session,PSILOCYBIN,vomiting,2,4,78,0.05128205128205128,5.128205128205128,row-wise preference: absolute_events else events
session,PSILOCYBIN,hypoglycemia,1,1,20,0.05,5,row-wise preference: absolute_events else events
session,PSILOCYBIN,somnolence,1,8,160,0.05,5,row-wise preference: absolute_events else events
session,PSILOCYBIN,tension,1,8,160,0.05,5,row-wise preference: absolute_events else events
session,PSILOCYBIN,palpitations,3,10,238,0.04201680672268908,4.201680672268908,row-wise preference: absolute_events else events
session,PSILOCYBIN,corona virus infection,1,2,48,0.041666666666666664,4.166666666666666,row-wise preference: absolute_events else events
session,PSILOCYBIN,migraine,3,4,96,0.041666666666666664,4.166666666666666,row-wise preference: absolute_events else events
session,PSILOCYBIN,myalgia,2,8,202,0.039603960396039604,3.9603960396039604,row-wise preference: absolute_events else events
session,PSILOCYBIN,irritability,1,6,154,0.03896103896103896,3.896103896103896,row-wise preference: absolute_events else events
session,PSILOCYBIN,cystitis,1,1,26,0.038461538461538464,3.8461538461538463,row-wise preference: absolute_events else events
session,PSILOCYBIN,back pain,2,7,202,0.034653465346534656,3.4653465346534658,row-wise preference: absolute_events else events
session,PSILOCYBIN,feeling abnormal,2,2,59,0.03389830508474576,3.389830508474576,row-wise preference: absolute_events else events
session,PSILOCYBIN,intentional self‑injury,1,4,154,0.025974025974025976,2.5974025974025974,row-wise preference: absolute_events else events
session,PSILOCYBIN,thinking abnormal,1,4,154,0.025974025974025976,2.5974025974025974,row-wise preference: absolute_events else events
session,PSILOCYBIN,panic reaction,2,8,314,0.025477707006369428,2.547770700636943,row-wise preference: absolute_events else events
session,PSILOCYBIN,biopsy,1,1,48,0.020833333333333332,2.083333333333333,row-wise preference: absolute_events else events
session,PSILOCYBIN,cataract,1,1,48,0.020833333333333332,2.083333333333333,row-wise preference: absolute_events else events
session,PSILOCYBIN,diverticulitis,1,1,48,0.020833333333333332,2.083333333333333,row-wise preference: absolute_events else events
session,PSILOCYBIN,dyspepsia,1,1,48,0.020833333333333332,2.083333333333333,row-wise preference: absolute_events else events
session,PSILOCYBIN,dysphoria,1,1,48,0.020833333333333332,2.083333333333333,row-wise preference: absolute_events else events
session,PSILOCYBIN,dyspnea,1,1,48,0.020833333333333332,2.083333333333333,row-wise preference: absolute_events else events
session,PSILOCYBIN,food allergy,1,1,48,0.020833333333333332,2.083333333333333,row-wise preference: absolute_events else events
session,PSILOCYBIN,food poisoning,1,1,48,0.020833333333333332,2.083333333333333,row-wise preference: absolute_events else events
session,PSILOCYBIN,gingivitis,1,1,48,0.020833333333333332,2.083333333333333,row-wise preference: absolute_events else events
session,PSILOCYBIN,hyperventilation,1,1,48,0.020833333333333332,2.083333333333333,row-wise preference: absolute_events else events
session,PSILOCYBIN,limb injury,1,1,48,0.020833333333333332,2.083333333333333,row-wise preference: absolute_events else events
session,PSILOCYBIN,muscle strain,1,1,48,0.020833333333333332,2.083333333333333,row-wise preference: absolute_events else events
session,PSILOCYBIN,musculoskeletal pain,1,1,48,0.020833333333333332,2.083333333333333,row-wise preference: absolute_events else events
session,PSILOCYBIN,nasal congestion,1,1,48,0.020833333333333332,2.083333333333333,row-wise preference: absolute_events else events
session,PSILOCYBIN,oropharyngeal pain,1,1,48,0.020833333333333332,2.083333333333333,row-wise preference: absolute_events else events
session,PSILOCYBIN,pain,1,1,48,0.020833333333333332,2.083333333333333,row-wise preference: absolute_events else events
session,PSILOCYBIN,photopsia,1,1,48,0.020833333333333332,2.083333333333333,row-wise preference: absolute_events else events
session,PSILOCYBIN,psychomotor hyperactivity,1,1,48,0.020833333333333332,2.083333333333333,row-wise preference: absolute_events else events
session,PSILOCYBIN,testicular pain,1,1,48,0.020833333333333332,2.083333333333333,row-wise preference: absolute_events else events
session,PSILOCYBIN,toothache,1,1,48,0.020833333333333332,2.083333333333333,row-wise preference: absolute_events else events
session,PSILOCYBIN,urinary incontinence,1,1,48,0.020833333333333332,2.083333333333333,row-wise preference: absolute_events else events
session,PSILOCYBIN,suicidal behavior,1,3,154,0.01948051948051948,1.948051948051948,row-wise preference: absolute_events else events
session,PSILOCYBIN,diarrhea,3,2,104,0.019230769230769232,1.9230769230769231,row-wise preference: absolute_events else events
session,PSILOCYBIN,withdrawal syndrome,2,2,127,0.015748031496062992,1.574803149606299,row-wise preference: absolute_events else events
session,PSILOCYBIN,hypertensive crisis,1,1.6,160,0.01,1,row-wise preference: absolute_events else events
session,PSILOCYBIN,syncope,1,1.6,160,0.01,1,row-wise preference: absolute_events else events
session,PSILOCYBIN,hospitalisation,1,1,154,0.006493506493506494,0.6493506493506493,row-wise preference: absolute_events else events
session,PSILOCYBIN,anemia,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,anger,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,arthralgia,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,bronchitis,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,bronchitis bacterial,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,constipation,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,contact dermatitis,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,cough,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,edema,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,eye infection,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,fungal infection,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,hypoesthesia,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,hyponatremia,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,influenza like illness,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,lower resp. tract congestion,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,malignant melanoma,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,mallory-weiss syndrom,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,pain in extremity,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,peripheral swelling,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,pyrexia,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,rhinorrhea,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,sedation,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,sinus congestion,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,sinus headache,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,stress,1,0,18,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,thrombocytosis,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,traumatic lung injury,1,0,48,0,0,row-wise preference: absolute_events else events
session,PSILOCYBIN,xerostomia,1,0,30,0,0,row-wise preference: absolute_events else events
