time_window,molecule,n_studies_molecule,n_total_molecule,ae_term,n_studies_ae,n_total_ae,events_total,event_pct,events_per_1000,display
follow_up,LSD,4,305,vitamin b12 deficiency,1,42,0,0,0,0.0/42 (0.0%)
follow_up,LSD,4,305,vomiting,1,159,0,0,0,0.0/159 (0.0%)
follow_up,LSD,4,305,weight gain,1,42,0,0,0,0.0/42 (0.0%)
follow_up,LSD,4,305,whiteness tooth dissection,1,42,0,0,0,0.0/42 (0.0%)
follow_up,MDMA,4,82,sleep disorder,4,82,65.3,79.6341463414634,796.3414634146341,65.3/82 (79.6%)
follow_up,MDMA,4,82,fatigue,4,82,55.04,67.1219512195122,671.219512195122,55.0/82 (67.1%)
follow_up,MDMA,4,82,depressed mood,1,8,4,50,500,4.0/8 (50.0%)
follow_up,MDMA,4,82,depression,3,67,28.25,42.16417910447761,421.64179104477614,28.2/67 (42.2%)
follow_up,MDMA,4,82,anxiety,4,82,34.07,41.548780487804876,415.48780487804873,34.1/82 (41.5%)
follow_up,MDMA,4,82,muscle tension,2,31,10.93,35.25806451612903,352.58064516129036,10.9/31 (35.3%)
follow_up,MDMA,4,82,headache,4,82,27.86,33.975609756097555,339.7560975609756,27.9/82 (34.0%)
follow_up,MDMA,4,82,irritability,3,39,12.989999999999998,33.30769230769231,333.07692307692304,13.0/39 (33.3%)
follow_up,MDMA,4,82,decreased concentration,4,75,21.93,29.24,292.4,21.9/75 (29.2%)
follow_up,MDMA,4,82,lack of appetite,4,82,21.419999999999998,26.12195121951219,261.2195121951219,21.4/82 (26.1%)
follow_up,MDMA,4,82,dizziness,3,63,12.31,19.53968253968254,195.3968253968254,12.3/63 (19.5%)
follow_up,MDMA,4,82,rumination,3,63,10.59,16.80952380952381,168.0952380952381,10.6/63 (16.8%)
follow_up,MDMA,4,82,nausea,2,55,8.64,15.70909090909091,157.09090909090912,8.6/55 (15.7%)
follow_up,MDMA,4,82,jaw tension,3,63,9.879999999999999,15.682539682539682,156.8253968253968,9.9/63 (15.7%)
follow_up,MDMA,4,82,weakness,3,63,9.64,15.301587301587302,153.015873015873,9.6/63 (15.3%)
follow_up,MDMA,4,82,autonomic,2,55,7.359999999999999,13.381818181818181,133.8181818181818,7.4/55 (13.4%)
follow_up,MDMA,4,82,drowsiness,1,8,1,12.5,125,1.0/8 (12.5%)
follow_up,MDMA,4,82,paresthesia,1,8,1,12.5,125,1.0/8 (12.5%)
follow_up,MDMA,4,82,thirst,1,8,1,12.5,125,1.0/8 (12.5%)
follow_up,MDMA,4,82,restlessness,2,55,6.5,11.818181818181818,118.18181818181817,6.5/55 (11.8%)
follow_up,MDMA,4,82,xerostomia,2,55,5.640000000000001,10.254545454545456,102.54545454545455,5.6/55 (10.3%)
follow_up,MDMA,4,82,infectious,1,12,0.96,8,80,1.0/12 (8.0%)
follow_up,MDMA,4,82,dissociation,1,12,0.48,4,40,0.5/12 (4.0%)
follow_up,MDMA,4,82,pain,1,12,0.48,4,40,0.5/12 (4.0%)
follow_up,MDMA,4,82,ophthalmological,2,55,1.8199999999999998,3.3090909090909086,33.090909090909086,1.8/55 (3.3%)
follow_up,MDMA,4,82,perspiration,1,43,0.86,2,20,0.9/43 (2.0%)
follow_up,MDMA,4,82,feeling cold,1,8,0,0,0,0.0/8 (0.0%)
follow_up,PSILOCYBIN,1,160,headache,1,160,60,37.5,375,60.0/160 (37.5%)
follow_up,PSILOCYBIN,1,160,fatigue,1,160,13,8.125,81.25,13.0/160 (8.1%)
follow_up,PSILOCYBIN,1,160,anxiety,1,160,11,6.875000000000001,68.75,11.0/160 (6.9%)
follow_up,PSILOCYBIN,1,160,abnormal dreams,1,160,10,6.25,62.5,10.0/160 (6.2%)
follow_up,PSILOCYBIN,1,160,panic reaction,1,160,9,5.625,56.25,9.0/160 (5.6%)
follow_up,PSILOCYBIN,1,160,depression,1,160,8,5,50,8.0/160 (5.0%)
follow_up,PSILOCYBIN,1,160,abdominal pain,1,160,7,4.375,43.75,7.0/160 (4.4%)
follow_up,PSILOCYBIN,1,160,nasopharyngitis,1,160,7,4.375,43.75,7.0/160 (4.4%)
follow_up,PSILOCYBIN,1,160,physical pain,1,160,7,4.375,43.75,7.0/160 (4.4%)
follow_up,PSILOCYBIN,1,160,nausea,1,160,6,3.75,37.5,6.0/160 (3.8%)
follow_up,PSILOCYBIN,1,160,diarrhea,1,160,5,3.125,31.25,5.0/160 (3.1%)
follow_up,PSILOCYBIN,1,160,insomnia,1,160,4,2.5,25,4.0/160 (2.5%)
follow_up,PSILOCYBIN,1,160,dyspepsia,1,160,2,1.25,12.5,2.0/160 (1.2%)
follow_up,PSILOCYBIN,1,160,hallucinogen persisting perception disorder,1,160,1.6,1,10,1.6/160 (1.0%)
follow_up,PSILOCYBIN,1,160,suicidal ideation,1,160,1.6,1,10,1.6/160 (1.0%)
overall,LSD,1,79,adhd_exacerbation,1,40,1,2.5,25,1.0/40 (2.5%)
overall,LSD,1,79,anxiety_worsening,1,39,0.975,2.5,24.999999999999996,1.0/39 (2.5%)
overall,LSD,1,79,depression,1,39,0.975,2.5,24.999999999999996,1.0/39 (2.5%)
overall,LSD,1,79,depression_worsening,1,39,0.975,2.5,24.999999999999996,1.0/39 (2.5%)
overall,LSD,1,79,feeling_intoxicated,1,79,1.975,2.5,25,2.0/79 (2.5%)
session,AYAHUASCA,2,23,nausea,2,23,14,60.86956521739131,608.6956521739131,14.0/23 (60.9%)
session,AYAHUASCA,2,23,restlessness,1,14,7,50,500,7.0/14 (50.0%)
session,AYAHUASCA,2,23,vomiting,2,23,11,47.82608695652174,478.26086956521743,11.0/23 (47.8%)
session,AYAHUASCA,2,23,hypertension,1,9,4,44.44444444444444,444.4444444444444,4.0/9 (44.4%)
session,AYAHUASCA,2,23,anxiety,2,23,8,34.78260869565217,347.82608695652175,8.0/23 (34.8%)
session,AYAHUASCA,2,23,headache,2,23,8,34.78260869565217,347.82608695652175,8.0/23 (34.8%)
session,AYAHUASCA,2,23,confusion,1,9,2,22.22222222222222,222.2222222222222,2.0/9 (22.2%)
session,AYAHUASCA,2,23,drowsiness,1,9,2,22.22222222222222,222.2222222222222,2.0/9 (22.2%)
