time_window,molecule,study_id,ae_term,n_arms,events_total,n_total,rate,rate_pct
session,MDMA,Mitchell2023,jaw tension,1,0.132,53,0.002490566037735849,0.24905660377358493
session,MDMA,Mitchell2023,restlessness,1,0.151,53,0.002849056603773585,0.2849056603773585
session,MDMA,Mitchell2023,rumination,1,0.019,53,3.584905660377358e-4,0.035849056603773584
session,MDMA,Mitchell2023,sleep disorder,1,0.358,53,0.006754716981132075,0.6754716981132075
session,MDMA,Mitchell2023,suicidality,1,0.359,53,0.0067735849056603775,0.6773584905660377
session,MDMA,Mithoefer2011,anxiety,1,0.58,12,0.04833333333333333,4.833333333333333
session,MDMA,Mithoefer2011,autonomic,1,0.5,12,0.041666666666666664,4.166666666666666
session,MDMA,Mithoefer2011,decreased concentration,1,0.13,12,0.010833333333333334,1.0833333333333335
session,MDMA,Mithoefer2011,depression,1,0.17,12,0.014166666666666668,1.4166666666666667
session,MDMA,Mithoefer2011,dizziness,1,0.63,12,0.0525,5.25
session,MDMA,Mithoefer2011,fatigue,1,0.46,12,0.03833333333333334,3.833333333333334
session,MDMA,Mithoefer2011,headache,1,0.58,12,0.04833333333333333,4.833333333333333
session,MDMA,Mithoefer2011,infectious,1,0.04,12,0.0033333333333333335,0.33333333333333337
session,MDMA,Mithoefer2011,irritability,1,0.08,12,0.006666666666666667,0.6666666666666667
session,MDMA,Mithoefer2011,jaw tension,1,0.79,12,0.06583333333333334,6.583333333333334
session,MDMA,Mithoefer2011,lack of appetite,1,0.33,12,0.0275,2.75
session,MDMA,Mithoefer2011,muscle tension,1,0.17,12,0.014166666666666668,1.4166666666666667
session,MDMA,Mithoefer2011,nausea,1,0.5,12,0.041666666666666664,4.166666666666666
session,MDMA,Mithoefer2011,ophthalmological,1,0.08,12,0.006666666666666667,0.6666666666666667
session,MDMA,Mithoefer2011,pain,1,0.12,12,0.01,1
session,MDMA,Mithoefer2011,perspiration,1,0.17,12,0.014166666666666668,1.4166666666666667
session,MDMA,Mithoefer2011,restlessness,1,0.21,12,0.017499999999999998,1.7499999999999998
session,MDMA,Mithoefer2011,rumination,1,0.04,12,0.0033333333333333335,0.33333333333333337
session,MDMA,Mithoefer2011,sleep disorder,1,0.54,12,0.045000000000000005,4.500000000000001
session,MDMA,Mithoefer2011,weakness,1,0.12,12,0.01,1
session,MDMA,Mithoefer2011,xerostomia,1,0.17,12,0.014166666666666668,1.4166666666666667
session,MDMA,Mithoefer2018,anxiety,2,1.78,19,0.09368421052631579,9.368421052631579
session,MDMA,Mithoefer2018,autonomic,2,1.0699999999999998,19,0.0563157894736842,5.63157894736842
session,MDMA,Mithoefer2018,fatigue,2,1.15,19,0.06052631578947368,6.052631578947368
session,MDMA,Mithoefer2018,headache,2,1.38,19,0.07263157894736842,7.2631578947368425
session,MDMA,Mithoefer2018,jaw tension,2,1.3199999999999998,19,0.06947368421052631,6.947368421052631
session,MDMA,Mithoefer2018,lack of appetite,2,1.24,19,0.06526315789473684,6.526315789473684
session,MDMA,Mithoefer2018,muscle tension,2,1.18,19,0.06210526315789473,6.2105263157894735
session,MDMA,Mithoefer2018,perspiration,2,0.71,19,0.03736842105263158,3.736842105263158
session,MDMA,Mithoefer2018,restlessness,2,0.96,19,0.05052631578947368,5.052631578947368
session,MDMA,Oehen2013,anxiety,2,0.43000000000000005,43,0.010000000000000002,1.0000000000000002
session,MDMA,Oehen2013,autonomic,1,0.65,37,0.01756756756756757,1.7567567567567568
session,MDMA,Oehen2013,decreased concentration,1,0.16,37,0.004324324324324324,0.43243243243243246
session,MDMA,Oehen2013,depression,1,0.11,37,0.002972972972972973,0.2972972972972973
session,MDMA,Oehen2013,dizziness,2,1.04,43,0.02418604651162791,2.418604651162791
session,MDMA,Oehen2013,fatigue,2,0.51,43,0.01186046511627907,1.186046511627907
session,MDMA,Oehen2013,headache,2,0.63,43,0.014651162790697675,1.4651162790697674
session,MDMA,Oehen2013,jaw tension,2,1.04,43,0.02418604651162791,2.418604651162791
session,MDMA,Oehen2013,lack of appetite,2,0.74,43,0.017209302325581394,1.7209302325581395
session,MDMA,Oehen2013,nausea,2,0.49,43,0.011395348837209301,1.13953488372093
session,MDMA,Oehen2013,ophthalmological,2,0.24,43,0.005581395348837209,0.5581395348837209
session,MDMA,Oehen2013,pain,2,0.21000000000000002,43,0.004883720930232559,0.4883720930232559
session,MDMA,Oehen2013,perspiration,2,0.49,43,0.011395348837209301,1.13953488372093
session,MDMA,Oehen2013,restlessness,2,0.74,43,0.017209302325581394,1.7209302325581395
session,MDMA,Oehen2013,rumination,1,0.05,37,0.0013513513513513514,0.13513513513513514
session,MDMA,Oehen2013,sleep disorder,2,0.96,43,0.022325581395348838,2.2325581395348837
session,MDMA,Oehen2013,weakness,2,0.27,43,0.006279069767441861,0.627906976744186
session,MDMA,Oehen2013,xerostomia,2,0.52,43,0.012093023255813955,1.2093023255813955
session,MDMA,Ot'alora2018,anxiety,2,1.205,22,0.05477272727272728,5.4772727272727275
session,MDMA,Ot'alora2018,decreased concentration,2,0.7100000000000001,22,0.03227272727272728,3.227272727272728
session,MDMA,Ot'alora2018,depression,2,0.7100000000000001,22,0.03227272727272728,3.227272727272728
session,MDMA,Ot'alora2018,dizziness,2,0.76,22,0.034545454545454546,3.4545454545454546
session,MDMA,Ot'alora2018,fatigue,2,0.752,22,0.03418181818181818,3.418181818181818
session,MDMA,Ot'alora2018,headache,2,0.675,22,0.030681818181818185,3.0681818181818183
session,MDMA,Ot'alora2018,irritability,2,0.299,22,0.013590909090909091,1.3590909090909091
session,MDMA,Ot'alora2018,jaw tension,2,1.171,22,0.05322727272727273,5.322727272727272
session,MDMA,Ot'alora2018,lack of appetite,2,0.726,22,0.033,3.3000000000000003
session,MDMA,Ot'alora2018,muscle tension,2,0.982,22,0.044636363636363634,4.463636363636363
session,MDMA,Ot'alora2018,nausea,2,0.948,22,0.04309090909090909,4.309090909090909
session,MDMA,Ot'alora2018,rumination,2,1.018,22,0.04627272727272727,4.627272727272727
session,MDMA,Ot'alora2018,sleep disorder,2,2.411,22,0.10959090909090909,10.959090909090909
session,MDMA,Pacey2016,anxiety,2,0.5,6,0.08333333333333333,8.333333333333332
session,MDMA,Pacey2016,fatigue,2,0.25,6,0.041666666666666664,4.166666666666666
session,MDMA,Pacey2016,headache,2,0.25,6,0.041666666666666664,4.166666666666666
session,MDMA,Pacey2016,jaw tension,2,0.25,6,0.041666666666666664,4.166666666666666
session,MDMA,Pacey2016,muscle tension,2,0.25,6,0.041666666666666664,4.166666666666666
session,MDMA,Pacey2016,nausea,2,0.25,6,0.041666666666666664,4.166666666666666
session,MDMA,Pacey2016,pain,2,0.25,6,0.041666666666666664,4.166666666666666
session,MDMA,Pacey2016,restlessness,2,0.25,6,0.041666666666666664,4.166666666666666
session,MDMA,Pacey2016,sleep disorder,2,0.25,6,0.041666666666666664,4.166666666666666
session,MDMA,Wolfson2020,anxiety,1,0.1538,13,0.01183076923076923,1.183076923076923
session,MDMA,Wolfson2020,depression,1,0.0769,13,0.005915384615384615,0.5915384615384615
session,MDMA,Wolfson2020,dissociation,1,0.0769,13,0.005915384615384615,0.5915384615384615
session,MDMA,Wolfson2020,fatigue,1,0.2308,13,0.017753846153846155,1.7753846153846156
session,MDMA,Wolfson2020,jaw tension,1,0.0769,13,0.005915384615384615,0.5915384615384615
session,MDMA,Wolfson2020,nausea,1,0.0769,13,0.005915384615384615,0.5915384615384615
session,MDMA,Wolfson2020,pain,1,0.0769,13,0.005915384615384615,0.5915384615384615
session,MDMA,Wolfson2020,sleep disorder,1,0.46149999999999997,13,0.0355,3.55
session,PSILOCYBIN,Back2024,headache,1,0.27,15,0.018000000000000002,1.8000000000000003
session,PSILOCYBIN,Back2024,hypertension,1,0.6,15,0.04,4
session,PSILOCYBIN,Back2024,nausea,1,0.27,15,0.018000000000000002,1.8000000000000003
session,PSILOCYBIN,Back2024,tachycardia,1,0.13,15,0.008666666666666666,0.8666666666666666
session,PSILOCYBIN,Bogenschutz2022,abdominal pain,1,0.0625,48,0.0013020833333333333,0.13020833333333331
session,PSILOCYBIN,Bogenschutz2022,anemia,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,anger,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,anxiety,1,0.145833333333333,48,0.0030381944444444376,0.30381944444444375
session,PSILOCYBIN,Bogenschutz2022,arthralgia,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,back pain,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,biopsy,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,bronchitis,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,bronchitis bacterial,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,cataract,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,constipation,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,contact dermatitis,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,corona virus infection,1,0.0416666666666667,48,8.680555555555563e-4,0.08680555555555562
session,PSILOCYBIN,Bogenschutz2022,cough,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,depression,1,0.0625,48,0.0013020833333333333,0.13020833333333331
session,PSILOCYBIN,Bogenschutz2022,diarrhea,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,diverticulitis,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,dizziness,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,dyspepsia,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,dysphoria,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,dyspnea,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,edema,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,eye infection,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,fatigue,1,0.0416666666666666,48,8.680555555555542e-4,0.08680555555555541
session,PSILOCYBIN,Bogenschutz2022,food allergy,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,food poisoning,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,fungal infection,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,gingivitis,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,headache,1,0.4375,48,0.009114583333333334,0.9114583333333334
session,PSILOCYBIN,Bogenschutz2022,hypertension,1,0.0416666666666666,48,8.680555555555542e-4,0.08680555555555541
session,PSILOCYBIN,Bogenschutz2022,hyperventilation,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,hypoesthesia,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,hyponatremia,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,illusion,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,influenza like illness,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,limb injury,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,lower resp. tract congestion,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,malignant melanoma,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,mallory-weiss syndrom,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,migraine,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,muscle strain,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,musculoskeletal pain,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,myalgia,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,nasal congestion,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,nausea,1,0.208333333333333,48,0.004340277777777771,0.4340277777777771
session,PSILOCYBIN,Bogenschutz2022,oropharyngeal pain,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,pain,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,pain in extremity,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,palpitations,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,peripheral swelling,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,photopsia,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,psychomotor hyperactivity,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,pyrexia,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,restlessness,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,rhinorrhea,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,sedation,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,sinus congestion,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,sinus headache,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,sleep disorder,1,0.0625,48,0.0013020833333333333,0.13020833333333331
session,PSILOCYBIN,Bogenschutz2022,suicidal ideation,1,0.0833333333333333,48,0.0017361111111111104,0.17361111111111105
session,PSILOCYBIN,Bogenschutz2022,testicular pain,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,thrombocytosis,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,toothache,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,traumatic lung injury,1,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,urinary incontinence,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,vomiting,1,0.0416666666666667,48,8.680555555555563e-4,0.08680555555555562
session,PSILOCYBIN,Bogenschutz2022,withdrawal syndrome,1,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,CarhartHarris2021,anxiety,1,0,30,0,0
session,PSILOCYBIN,CarhartHarris2021,diarrhea,1,0.0333333333333333,30,0.00111111111111111,0.11111111111111101
session,PSILOCYBIN,CarhartHarris2021,fatigue,1,0.0666666666666667,30,0.002222222222222223,0.22222222222222232
session,PSILOCYBIN,CarhartHarris2021,feeling abnormal,1,0,30,0,0
session,PSILOCYBIN,CarhartHarris2021,headache,1,0.666666666666667,30,0.022222222222222233,2.222222222222223
session,PSILOCYBIN,CarhartHarris2021,migraine,1,0.1,30,0.0033333333333333335,0.33333333333333337
session,PSILOCYBIN,CarhartHarris2021,nausea,1,0.266666666666667,30,0.0088888888888889,0.88888888888889
session,PSILOCYBIN,CarhartHarris2021,palpitations,1,0.0333333333333333,30,0.00111111111111111,0.11111111111111101
session,PSILOCYBIN,CarhartHarris2021,restlessness,1,0.0666666666666667,30,0.002222222222222223,0.22222222222222232
session,PSILOCYBIN,CarhartHarris2021,sleep disorder,1,0.0333333333333333,30,0.00111111111111111,0.11111111111111101
session,PSILOCYBIN,CarhartHarris2021,vomiting,1,0.0666666666666667,30,0.002222222222222223,0.22222222222222232
session,PSILOCYBIN,CarhartHarris2021,xerostomia,1,0,30,0,0
session,PSILOCYBIN,Goodwin2022,abdominal pain,2,0.0772995780590718,154,5.019453120718948e-4,0.050194531207189474
session,PSILOCYBIN,Goodwin2022,anxiety,2,0.3272573839662445,154,0.0021250479478327564,0.21250479478327564
