time_window,molecule,study_id,arm_id,group,arm_type,dose_mg,ae_term,events_total,n_total,rate,rate_pct
session,LSD,Robison2025,100ug,100ug,active,100,attention disturbance,0,40,0,0
session,LSD,Robison2025,100ug,100ug,active,100,dizziness,0.075,40,0.001875,0.1875
session,LSD,Robison2025,100ug,100ug,active,100,emotional distress,0.025,40,6.25e-4,0.0625
session,LSD,Robison2025,100ug,100ug,active,100,feeling abnormal,0,40,0,0
session,LSD,Robison2025,100ug,100ug,active,100,hypertension,0.1,40,0.0025,0.25
session,LSD,Robison2025,100ug,100ug,active,100,lack of appetite,0,40,0,0
session,LSD,Robison2025,100ug,100ug,active,100,paresthesia,0.05,40,0.00125,0.125
session,LSD,Robison2025,100ug,100ug,active,100,perspiration,0.225,40,0.005625,0.5625
session,LSD,Robison2025,100ug,100ug,active,100,pseudohallucination,0.075,40,0.001875,0.1875
session,LSD,Robison2025,100ug,100ug,active,100,temperature perception disturbances,0,40,0,0
session,LSD,Robison2025,100ug,100ug,active,100,thinking abnormal,0.1,40,0.0025,0.25
session,LSD,Robison2025,200ug,200ug,active,200,Balance_disorder,0.05,40,0.00125,0.125
session,LSD,Robison2025,200ug,200ug,active,200,Fatigue,0.075,40,0.001875,0.1875
session,LSD,Robison2025,200ug,200ug,active,200,Mydriasis,0.1,40,0.0025,0.25
session,LSD,Robison2025,200ug,200ug,active,200,Tremor,0.2,40,0.005,0.5
session,LSD,Robison2025,200ug,200ug,active,200,Vomiting,0.125,40,0.003125,0.3125
session,LSD,Robison2025,200ug,200ug,active,200,altered state of consciousness,0.025,40,6.25e-4,0.0625
session,LSD,Robison2025,200ug,200ug,active,200,anxiety,0.125,40,0.003125,0.3125
session,LSD,Robison2025,200ug,200ug,active,200,attention disturbance,0,40,0,0
session,LSD,Robison2025,200ug,200ug,active,200,dizziness,0.125,40,0.003125,0.3125
session,LSD,Robison2025,200ug,200ug,active,200,emotional distress,0.075,40,0.001875,0.1875
session,LSD,Robison2025,200ug,200ug,active,200,feeling abnormal,0,40,0,0
session,LSD,Robison2025,200ug,200ug,active,200,hypertension,0.1,40,0.0025,0.25
session,LSD,Robison2025,200ug,200ug,active,200,lack of appetite,0.05,40,0.00125,0.125
session,LSD,Robison2025,200ug,200ug,active,200,paresthesia,0.2,40,0.005,0.5
session,LSD,Robison2025,200ug,200ug,active,200,perspiration,0.125,40,0.003125,0.3125
session,LSD,Robison2025,200ug,200ug,active,200,pseudohallucination,0.1,40,0.0025,0.25
session,LSD,Robison2025,200ug,200ug,active,200,temperature perception disturbances,0.025,40,6.25e-4,0.0625
session,LSD,Robison2025,200ug,200ug,active,200,thinking abnormal,0.125,40,0.003125,0.3125
session,LSD,Robison2025,50ug,50ug,active,50,Balance_disorder,0.1,40,0.0025,0.25
session,LSD,Robison2025,50ug,50ug,active,50,Fatigue,0.15,40,0.00375,0.375
session,LSD,Robison2025,50ug,50ug,active,50,Mydriasis,0.175,40,0.0043749999999999995,0.43749999999999994
session,LSD,Robison2025,50ug,50ug,active,50,Tremor,0.075,40,0.001875,0.1875
session,LSD,Robison2025,50ug,50ug,active,50,Vomiting,0.05,40,0.00125,0.125
session,LSD,Robison2025,50ug,50ug,active,50,altered state of consciousness,0,40,0,0
session,LSD,Robison2025,50ug,50ug,active,50,anxiety,0.075,40,0.001875,0.1875
session,LSD,Robison2025,50ug,50ug,active,50,attention disturbance,0.125,40,0.003125,0.3125
session,LSD,Robison2025,50ug,50ug,active,50,dizziness,0.05,40,0.00125,0.125
session,LSD,Robison2025,50ug,50ug,active,50,emotional distress,0,40,0,0
session,LSD,Robison2025,50ug,50ug,active,50,feeling abnormal,0.05,40,0.00125,0.125
session,LSD,Robison2025,50ug,50ug,active,50,hypertension,0.125,40,0.003125,0.3125
session,LSD,Robison2025,50ug,50ug,active,50,lack of appetite,0.025,40,6.25e-4,0.0625
session,LSD,Robison2025,50ug,50ug,active,50,paresthesia,0.05,40,0.00125,0.125
session,LSD,Robison2025,50ug,50ug,active,50,perspiration,0.1,40,0.0025,0.25
session,LSD,Robison2025,50ug,50ug,active,50,pseudohallucination,0.075,40,0.001875,0.1875
session,LSD,Robison2025,50ug,50ug,active,50,temperature perception disturbances,0.1,40,0.0025,0.25
session,LSD,Robison2025,50ug,50ug,active,50,thinking abnormal,0.05,40,0.00125,0.125
session,LSD,Robison2025,high_dose,high_dose,active,200,depressed mood,0.075,40,0.001875,0.1875
session,LSD,Robison2025,high_dose,high_dose,active,200,euphoric mood,0.15,40,0.00375,0.375
session,LSD,Robison2025,high_dose,high_dose,active,200,hallucination visual,0.15,40,0.00375,0.375
session,LSD,Robison2025,high_dose,high_dose,active,200,headache,0.25,40,0.00625,0.625
session,LSD,Robison2025,high_dose,high_dose,active,200,illusion,0.75,40,0.01875,1.875
session,LSD,Robison2025,high_dose,high_dose,active,200,nausea,0.6,40,0.015,1.5
session,LSD,Robison2025,low_dose,low_dose,active,25,Balance_disorder,0,39,0,0
session,LSD,Robison2025,low_dose,low_dose,active,25,Fatigue,0.051,39,0.0013076923076923077,0.13076923076923078
session,LSD,Robison2025,low_dose,low_dose,active,25,Mydriasis,0.026,39,6.666666666666666e-4,0.06666666666666667
session,LSD,Robison2025,low_dose,low_dose,active,25,Tremor,0,39,0,0
session,LSD,Robison2025,low_dose,low_dose,active,25,Vomiting,0,39,0,0
session,LSD,Robison2025,low_dose,low_dose,active,25,altered state of consciousness,0.026,39,6.666666666666666e-4,0.06666666666666667
session,LSD,Robison2025,low_dose,low_dose,active,25,anxiety,0.026,39,6.666666666666666e-4,0.06666666666666667
session,LSD,Robison2025,low_dose,low_dose,active,25,attention disturbance,0.026,39,6.666666666666666e-4,0.06666666666666667
session,LSD,Robison2025,low_dose,low_dose,active,25,depressed mood,0,39,0,0
session,LSD,Robison2025,low_dose,low_dose,active,25,dizziness,0.077,39,0.0019743589743589744,0.19743589743589746
session,LSD,Robison2025,low_dose,low_dose,active,25,emotional distress,0.051,39,0.0013076923076923077,0.13076923076923078
session,LSD,Robison2025,low_dose,low_dose,active,25,euphoric mood,0.051,39,0.0013076923076923077,0.13076923076923078
session,LSD,Robison2025,low_dose,low_dose,active,25,feeling abnormal,0.026,39,6.666666666666666e-4,0.06666666666666667
session,LSD,Robison2025,low_dose,low_dose,active,25,hallucination visual,0.154,39,0.003948717948717949,0.3948717948717949
session,LSD,Robison2025,low_dose,low_dose,active,25,headache,0.103,39,0.002641025641025641,0.2641025641025641
session,LSD,Robison2025,low_dose,low_dose,active,25,hypertension,0.077,39,0.0019743589743589744,0.19743589743589746
session,LSD,Robison2025,low_dose,low_dose,active,25,illusion,0.308,39,0.007897435897435898,0.7897435897435898
session,LSD,Robison2025,low_dose,low_dose,active,25,lack of appetite,0.026,39,6.666666666666666e-4,0.06666666666666667
session,LSD,Robison2025,low_dose,low_dose,active,25,nausea,0.077,39,0.0019743589743589744,0.19743589743589746
session,LSD,Robison2025,low_dose,low_dose,active,25,paresthesia,0.051,39,0.0013076923076923077,0.13076923076923078
session,LSD,Robison2025,low_dose,low_dose,active,25,perspiration,0.026,39,6.666666666666666e-4,0.06666666666666667
session,LSD,Robison2025,low_dose,low_dose,active,25,pseudohallucination,0,39,0,0
session,LSD,Robison2025,low_dose,low_dose,active,25,temperature perception disturbances,0,39,0,0
session,LSD,Robison2025,low_dose,low_dose,active,25,thinking abnormal,0.026,39,6.666666666666666e-4,0.06666666666666667
session,LSD,Robison2025,low_dose,low_dose,active,50,depressed mood,0.025,40,6.25e-4,0.0625
session,LSD,Robison2025,low_dose,low_dose,active,50,euphoric mood,0.125,40,0.003125,0.3125
session,LSD,Robison2025,low_dose,low_dose,active,50,hallucination visual,0.225,40,0.005625,0.5625
session,LSD,Robison2025,low_dose,low_dose,active,50,headache,0.225,40,0.005625,0.5625
session,LSD,Robison2025,low_dose,low_dose,active,50,illusion,0.45,40,0.01125,1.125
session,LSD,Robison2025,low_dose,low_dose,active,50,nausea,0.275,40,0.006875000000000001,0.6875000000000001
session,LSD,Robison2025,mild_dose,mild_dose,active,100,depressed mood,0.075,40,0.001875,0.1875
session,LSD,Robison2025,mild_dose,mild_dose,active,100,euphoric mood,0.275,40,0.006875000000000001,0.6875000000000001
session,LSD,Robison2025,mild_dose,mild_dose,active,100,hallucination visual,0.225,40,0.005625,0.5625
session,LSD,Robison2025,mild_dose,mild_dose,active,100,headache,0.25,40,0.00625,0.625
session,LSD,Robison2025,mild_dose,mild_dose,active,100,illusion,0.6,40,0.015,1.5
session,LSD,Robison2025,mild_dose,mild_dose,active,100,nausea,0.4,40,0.01,1
session,MDMA,Maples2022,high_dose,high_dose,active,100,anxiety,0.176,17,0.010352941176470587,1.0352941176470587
session,MDMA,Maples2022,high_dose,high_dose,active,100,headache,0.118,17,0.006941176470588235,0.6941176470588235
session,MDMA,Mitchell2021,high_dose,high_dose,active,120,anxiety,0.3261,46,0.007089130434782609,0.7089130434782609
session,MDMA,Mitchell2021,high_dose,high_dose,active,120,autonomic,0.3261,46,0.007089130434782609,0.7089130434782609
session,MDMA,Mitchell2021,high_dose,high_dose,active,120,depression,0.1522,46,0.003308695652173913,0.3308695652173913
session,MDMA,Mitchell2021,high_dose,high_dose,active,120,dissociation,0.0652,46,0.0014173913043478259,0.1417391304347826
session,MDMA,Mitchell2021,high_dose,high_dose,active,120,dizziness,0.1957,46,0.004254347826086957,0.4254347826086957
session,MDMA,Mitchell2021,high_dose,high_dose,active,120,fatigue,0.3043,46,0.006615217391304348,0.6615217391304348
session,MDMA,Mitchell2021,high_dose,high_dose,active,120,genitourinary,0.1522,46,0.003308695652173913,0.3308695652173913
session,MDMA,Mitchell2021,high_dose,high_dose,active,120,headache,0.7174,46,0.015595652173913043,1.5595652173913044
session,MDMA,Mitchell2021,high_dose,high_dose,active,120,irritability,0.0435,46,9.456521739130434e-4,0.09456521739130434
session,MDMA,Mitchell2021,high_dose,high_dose,active,120,jaw tension,0.1304,46,0.0028347826086956517,0.2834782608695652
session,MDMA,Mitchell2021,high_dose,high_dose,active,120,lack of appetite,0.5217,46,0.011341304347826087,1.1341304347826087
session,MDMA,Mitchell2021,high_dose,high_dose,active,120,muscle tension,0.6087,46,0.013232608695652175,1.3232608695652175
session,MDMA,Mitchell2021,high_dose,high_dose,active,120,nausea,0.3043,46,0.006615217391304348,0.6615217391304348
session,MDMA,Mitchell2021,high_dose,high_dose,active,120,ophthalmological,0.2174,46,0.004726086956521739,0.47260869565217395
session,MDMA,Mitchell2021,high_dose,high_dose,active,120,pain,0.174,46,0.0037826086956521737,0.3782608695652174
session,MDMA,Mitchell2021,high_dose,high_dose,active,120,perspiration,0.2174,46,0.004726086956521739,0.47260869565217395
session,MDMA,Mitchell2021,high_dose,high_dose,active,120,restlessness,0.1522,46,0.003308695652173913,0.3308695652173913
session,MDMA,Mitchell2021,high_dose,high_dose,active,120,rumination,0.087,46,0.0018913043478260868,0.1891304347826087
session,MDMA,Mitchell2021,high_dose,high_dose,active,120,sleep disorder,0.4348,46,0.009452173913043479,0.9452173913043479
session,MDMA,Mitchell2021,high_dose,high_dose,active,120,suicidality,0.4565,46,0.00992391304347826,0.9923913043478261
session,MDMA,Mitchell2021,high_dose,high_dose,active,120,xerostomia,0.1087,46,0.0023630434782608697,0.23630434782608697
session,MDMA,Mitchell2023,high_dose,high_dose,active,120,anxiety,0.34,53,0.006415094339622642,0.6415094339622642
session,MDMA,Mitchell2023,high_dose,high_dose,active,120,depression,0.151,53,0.002849056603773585,0.2849056603773585
session,MDMA,Mitchell2023,high_dose,high_dose,active,120,dissociation,0.076,53,0.0014339622641509433,0.14339622641509434
session,MDMA,Mitchell2023,high_dose,high_dose,active,120,irritability,0.057,53,0.0010754716981132076,0.10754716981132076
session,MDMA,Mitchell2023,high_dose,high_dose,active,120,jaw tension,0.132,53,0.002490566037735849,0.24905660377358493
session,MDMA,Mitchell2023,high_dose,high_dose,active,120,restlessness,0.151,53,0.002849056603773585,0.2849056603773585
session,MDMA,Mitchell2023,high_dose,high_dose,active,120,rumination,0.019,53,3.584905660377358e-4,0.035849056603773584
session,MDMA,Mitchell2023,high_dose,high_dose,active,120,sleep disorder,0.358,53,0.006754716981132075,0.6754716981132075
session,MDMA,Mitchell2023,high_dose,high_dose,active,120,suicidality,0.359,53,0.0067735849056603775,0.6773584905660377
session,MDMA,Mithoefer2011,high_dose,high_dose,active,125,anxiety,0.58,12,0.04833333333333333,4.833333333333333
session,MDMA,Mithoefer2011,high_dose,high_dose,active,125,autonomic,0.5,12,0.041666666666666664,4.166666666666666
session,MDMA,Mithoefer2011,high_dose,high_dose,active,125,decreased concentration,0.13,12,0.010833333333333334,1.0833333333333335
session,MDMA,Mithoefer2011,high_dose,high_dose,active,125,depression,0.17,12,0.014166666666666668,1.4166666666666667
session,MDMA,Mithoefer2011,high_dose,high_dose,active,125,dizziness,0.63,12,0.0525,5.25
session,MDMA,Mithoefer2011,high_dose,high_dose,active,125,fatigue,0.46,12,0.03833333333333334,3.833333333333334
session,MDMA,Mithoefer2011,high_dose,high_dose,active,125,headache,0.58,12,0.04833333333333333,4.833333333333333
session,MDMA,Mithoefer2011,high_dose,high_dose,active,125,infectious,0.04,12,0.0033333333333333335,0.33333333333333337
session,MDMA,Mithoefer2011,high_dose,high_dose,active,125,irritability,0.08,12,0.006666666666666667,0.6666666666666667
session,MDMA,Mithoefer2011,high_dose,high_dose,active,125,jaw tension,0.79,12,0.06583333333333334,6.583333333333334
session,MDMA,Mithoefer2011,high_dose,high_dose,active,125,lack of appetite,0.33,12,0.0275,2.75
session,MDMA,Mithoefer2011,high_dose,high_dose,active,125,muscle tension,0.17,12,0.014166666666666668,1.4166666666666667
session,MDMA,Mithoefer2011,high_dose,high_dose,active,125,nausea,0.5,12,0.041666666666666664,4.166666666666666
session,MDMA,Mithoefer2011,high_dose,high_dose,active,125,ophthalmological,0.08,12,0.006666666666666667,0.6666666666666667
session,MDMA,Mithoefer2011,high_dose,high_dose,active,125,pain,0.12,12,0.01,1
session,MDMA,Mithoefer2011,high_dose,high_dose,active,125,perspiration,0.17,12,0.014166666666666668,1.4166666666666667
session,MDMA,Mithoefer2011,high_dose,high_dose,active,125,restlessness,0.21,12,0.017499999999999998,1.7499999999999998
session,MDMA,Mithoefer2011,high_dose,high_dose,active,125,rumination,0.04,12,0.0033333333333333335,0.33333333333333337
session,MDMA,Mithoefer2011,high_dose,high_dose,active,125,sleep disorder,0.54,12,0.045000000000000005,4.500000000000001
session,MDMA,Mithoefer2011,high_dose,high_dose,active,125,weakness,0.12,12,0.01,1
session,MDMA,Mithoefer2011,high_dose,high_dose,active,125,xerostomia,0.17,12,0.014166666666666668,1.4166666666666667
session,MDMA,Mithoefer2018,high_dose,high_dose,active,125,anxiety,0.92,12,0.07666666666666667,7.666666666666668
session,MDMA,Mithoefer2018,high_dose,high_dose,active,125,autonomic,0.5,12,0.041666666666666664,4.166666666666666
session,MDMA,Mithoefer2018,high_dose,high_dose,active,125,fatigue,0.58,12,0.04833333333333333,4.833333333333333
session,MDMA,Mithoefer2018,high_dose,high_dose,active,125,headache,0.67,12,0.05583333333333334,5.583333333333334
session,MDMA,Mithoefer2018,high_dose,high_dose,active,125,jaw tension,0.75,12,0.0625,6.25
session,MDMA,Mithoefer2018,high_dose,high_dose,active,125,lack of appetite,0.67,12,0.05583333333333334,5.583333333333334
session,MDMA,Mithoefer2018,high_dose,high_dose,active,125,muscle tension,0.75,12,0.0625,6.25
session,MDMA,Mithoefer2018,high_dose,high_dose,active,125,perspiration,0.42,12,0.034999999999999996,3.4999999999999996
session,MDMA,Mithoefer2018,high_dose,high_dose,active,125,restlessness,0.25,12,0.020833333333333332,2.083333333333333
session,MDMA,Mithoefer2018,mild_dose,mild_dose,active,75,anxiety,0.86,7,0.12285714285714286,12.285714285714286
session,MDMA,Mithoefer2018,mild_dose,mild_dose,active,75,autonomic,0.57,7,0.08142857142857142,8.142857142857142
session,MDMA,Mithoefer2018,mild_dose,mild_dose,active,75,fatigue,0.57,7,0.08142857142857142,8.142857142857142
session,MDMA,Mithoefer2018,mild_dose,mild_dose,active,75,headache,0.71,7,0.10142857142857142,10.142857142857142
session,MDMA,Mithoefer2018,mild_dose,mild_dose,active,75,jaw tension,0.57,7,0.08142857142857142,8.142857142857142
session,MDMA,Mithoefer2018,mild_dose,mild_dose,active,75,lack of appetite,0.57,7,0.08142857142857142,8.142857142857142
session,MDMA,Mithoefer2018,mild_dose,mild_dose,active,75,muscle tension,0.43,7,0.06142857142857143,6.142857142857143
session,MDMA,Mithoefer2018,mild_dose,mild_dose,active,75,perspiration,0.29,7,0.041428571428571426,4.142857142857142
session,MDMA,Mithoefer2018,mild_dose,mild_dose,active,75,restlessness,0.71,7,0.10142857142857142,10.142857142857142
session,MDMA,Oehen2013,high_dose,high_dose,active,125,anxiety,0.27,37,0.007297297297297297,0.7297297297297297
session,MDMA,Oehen2013,high_dose,high_dose,active,125,autonomic,0.65,37,0.01756756756756757,1.7567567567567568
session,MDMA,Oehen2013,high_dose,high_dose,active,125,decreased concentration,0.16,37,0.004324324324324324,0.43243243243243246
session,MDMA,Oehen2013,high_dose,high_dose,active,125,depression,0.11,37,0.002972972972972973,0.2972972972972973
session,MDMA,Oehen2013,high_dose,high_dose,active,125,dizziness,0.54,37,0.014594594594594595,1.4594594594594594
session,MDMA,Oehen2013,high_dose,high_dose,active,125,fatigue,0.35,37,0.009459459459459458,0.9459459459459458
session,MDMA,Oehen2013,high_dose,high_dose,active,125,headache,0.3,37,0.008108108108108109,0.8108108108108109
session,MDMA,Oehen2013,high_dose,high_dose,active,125,jaw tension,0.38,37,0.010270270270270271,1.0270270270270272
session,MDMA,Oehen2013,high_dose,high_dose,active,125,lack of appetite,0.41,37,0.01108108108108108,1.1081081081081081
session,MDMA,Oehen2013,high_dose,high_dose,active,125,nausea,0.16,37,0.004324324324324324,0.43243243243243246
session,MDMA,Oehen2013,high_dose,high_dose,active,125,ophthalmological,0.08,37,0.002162162162162162,0.21621621621621623
session,MDMA,Oehen2013,high_dose,high_dose,active,125,pain,0.05,37,0.0013513513513513514,0.13513513513513514
session,MDMA,Oehen2013,high_dose,high_dose,active,125,perspiration,0.16,37,0.004324324324324324,0.43243243243243246
session,MDMA,Oehen2013,high_dose,high_dose,active,125,restlessness,0.41,37,0.01108108108108108,1.1081081081081081
session,MDMA,Oehen2013,high_dose,high_dose,active,125,rumination,0.05,37,0.0013513513513513514,0.13513513513513514
session,MDMA,Oehen2013,high_dose,high_dose,active,125,sleep disorder,0.45999999999999996,37,0.012432432432432432,1.2432432432432432
session,MDMA,Oehen2013,high_dose,high_dose,active,125,weakness,0.11,37,0.002972972972972973,0.2972972972972973
session,MDMA,Oehen2013,high_dose,high_dose,active,125,xerostomia,0.19,37,0.005135135135135136,0.5135135135135136
session,MDMA,Oehen2013,high_dose,high_dose,active,150,anxiety,0.16,6,0.02666666666666667,2.666666666666667
session,MDMA,Oehen2013,high_dose,high_dose,active,150,dizziness,0.5,6,0.08333333333333333,8.333333333333332
session,MDMA,Oehen2013,high_dose,high_dose,active,150,fatigue,0.16,6,0.02666666666666667,2.666666666666667
session,MDMA,Oehen2013,high_dose,high_dose,active,150,headache,0.33,6,0.055,5.5
session,MDMA,Oehen2013,high_dose,high_dose,active,150,jaw tension,0.66,6,0.11,11
session,MDMA,Oehen2013,high_dose,high_dose,active,150,lack of appetite,0.33,6,0.055,5.5
session,MDMA,Oehen2013,high_dose,high_dose,active,150,nausea,0.33,6,0.055,5.5
session,MDMA,Oehen2013,high_dose,high_dose,active,150,ophthalmological,0.16,6,0.02666666666666667,2.666666666666667
session,MDMA,Oehen2013,high_dose,high_dose,active,150,pain,0.16,6,0.02666666666666667,2.666666666666667
session,MDMA,Oehen2013,high_dose,high_dose,active,150,perspiration,0.33,6,0.055,5.5
session,MDMA,Oehen2013,high_dose,high_dose,active,150,restlessness,0.33,6,0.055,5.5
session,MDMA,Oehen2013,high_dose,high_dose,active,150,sleep disorder,0.5,6,0.08333333333333333,8.333333333333332
session,MDMA,Oehen2013,high_dose,high_dose,active,150,weakness,0.16,6,0.02666666666666667,2.666666666666667
session,MDMA,Oehen2013,high_dose,high_dose,active,150,xerostomia,0.33,6,0.055,5.5
session,MDMA,Ot'alora2018,high_dose,high_dose,active,100,anxiety,0.667,9,0.07411111111111111,7.411111111111111
session,MDMA,Ot'alora2018,high_dose,high_dose,active,100,decreased concentration,0.556,9,0.061777777777777786,6.177777777777779
session,MDMA,Ot'alora2018,high_dose,high_dose,active,100,depression,0.556,9,0.061777777777777786,6.177777777777779
session,MDMA,Ot'alora2018,high_dose,high_dose,active,100,dizziness,0.222,9,0.024666666666666667,2.466666666666667
session,MDMA,Ot'alora2018,high_dose,high_dose,active,100,fatigue,0.444,9,0.04933333333333333,4.933333333333334
session,MDMA,Ot'alora2018,high_dose,high_dose,active,100,headache,0.444,9,0.04933333333333333,4.933333333333334
session,MDMA,Ot'alora2018,high_dose,high_dose,active,100,irritability,0.222,9,0.024666666666666667,2.466666666666667
session,MDMA,Ot'alora2018,high_dose,high_dose,active,100,jaw tension,0.556,9,0.061777777777777786,6.177777777777779
session,MDMA,Ot'alora2018,high_dose,high_dose,active,100,lack of appetite,0.111,9,0.012333333333333333,1.2333333333333334
session,MDMA,Ot'alora2018,high_dose,high_dose,active,100,muscle tension,0.444,9,0.04933333333333333,4.933333333333334
session,MDMA,Ot'alora2018,high_dose,high_dose,active,100,nausea,0.333,9,0.037000000000000005,3.7000000000000006
session,MDMA,Ot'alora2018,high_dose,high_dose,active,100,rumination,0.556,9,0.061777777777777786,6.177777777777779
session,MDMA,Ot'alora2018,high_dose,high_dose,active,100,sleep disorder,1.334,9,0.14822222222222223,14.822222222222223
session,MDMA,Ot'alora2018,high_dose,high_dose,active,125,anxiety,0.538,13,0.04138461538461539,4.138461538461539
session,MDMA,Ot'alora2018,high_dose,high_dose,active,125,decreased concentration,0.154,13,0.011846153846153847,1.1846153846153846
session,MDMA,Ot'alora2018,high_dose,high_dose,active,125,depression,0.154,13,0.011846153846153847,1.1846153846153846
session,MDMA,Ot'alora2018,high_dose,high_dose,active,125,dizziness,0.538,13,0.04138461538461539,4.138461538461539
session,MDMA,Ot'alora2018,high_dose,high_dose,active,125,fatigue,0.308,13,0.023692307692307693,2.3692307692307693
session,MDMA,Ot'alora2018,high_dose,high_dose,active,125,headache,0.231,13,0.01776923076923077,1.776923076923077
session,MDMA,Ot'alora2018,high_dose,high_dose,active,125,irritability,0.077,13,0.005923076923076923,0.5923076923076923
session,MDMA,Ot'alora2018,high_dose,high_dose,active,125,jaw tension,0.615,13,0.04730769230769231,4.730769230769231
session,MDMA,Ot'alora2018,high_dose,high_dose,active,125,lack of appetite,0.615,13,0.04730769230769231,4.730769230769231
session,MDMA,Ot'alora2018,high_dose,high_dose,active,125,muscle tension,0.538,13,0.04138461538461539,4.138461538461539
session,MDMA,Ot'alora2018,high_dose,high_dose,active,125,nausea,0.615,13,0.04730769230769231,4.730769230769231
session,MDMA,Ot'alora2018,high_dose,high_dose,active,125,rumination,0.462,13,0.03553846153846154,3.553846153846154
session,MDMA,Ot'alora2018,high_dose,high_dose,active,125,sleep disorder,1.077,13,0.08284615384615385,8.284615384615385
session,MDMA,Pacey2016,high_dose,high_dose,active,0,anxiety,0,2,0,0
session,MDMA,Pacey2016,high_dose,high_dose,active,0,fatigue,0,2,0,0
session,MDMA,Pacey2016,high_dose,high_dose,active,0,headache,0,2,0,0
session,MDMA,Pacey2016,high_dose,high_dose,active,0,jaw tension,0,2,0,0
session,MDMA,Pacey2016,high_dose,high_dose,active,0,muscle tension,0,2,0,0
session,MDMA,Pacey2016,high_dose,high_dose,active,0,nausea,0,2,0,0
session,MDMA,Pacey2016,high_dose,high_dose,active,0,pain,0,2,0,0
session,MDMA,Pacey2016,high_dose,high_dose,active,0,restlessness,0,2,0,0
session,MDMA,Pacey2016,high_dose,high_dose,active,0,sleep disorder,0,2,0,0
session,MDMA,Pacey2016,high_dose,high_dose,active,125,anxiety,0.5,4,0.125,12.5
session,MDMA,Pacey2016,high_dose,high_dose,active,125,fatigue,0.25,4,0.0625,6.25
session,MDMA,Pacey2016,high_dose,high_dose,active,125,headache,0.25,4,0.0625,6.25
session,MDMA,Pacey2016,high_dose,high_dose,active,125,jaw tension,0.25,4,0.0625,6.25
session,MDMA,Pacey2016,high_dose,high_dose,active,125,muscle tension,0.25,4,0.0625,6.25
session,MDMA,Pacey2016,high_dose,high_dose,active,125,nausea,0.25,4,0.0625,6.25
session,MDMA,Pacey2016,high_dose,high_dose,active,125,pain,0.25,4,0.0625,6.25
session,MDMA,Pacey2016,high_dose,high_dose,active,125,restlessness,0.25,4,0.0625,6.25
session,MDMA,Pacey2016,high_dose,high_dose,active,125,sleep disorder,0.25,4,0.0625,6.25
session,MDMA,Wolfson2020,high_dose,high_dose,active,125,anxiety,0.1538,13,0.01183076923076923,1.183076923076923
session,MDMA,Wolfson2020,high_dose,high_dose,active,125,depression,0.0769,13,0.005915384615384615,0.5915384615384615
session,MDMA,Wolfson2020,high_dose,high_dose,active,125,dissociation,0.0769,13,0.005915384615384615,0.5915384615384615
session,MDMA,Wolfson2020,high_dose,high_dose,active,125,fatigue,0.2308,13,0.017753846153846155,1.7753846153846156
session,MDMA,Wolfson2020,high_dose,high_dose,active,125,jaw tension,0.0769,13,0.005915384615384615,0.5915384615384615
session,MDMA,Wolfson2020,high_dose,high_dose,active,125,nausea,0.0769,13,0.005915384615384615,0.5915384615384615
session,MDMA,Wolfson2020,high_dose,high_dose,active,125,pain,0.0769,13,0.005915384615384615,0.5915384615384615
session,MDMA,Wolfson2020,high_dose,high_dose,active,125,sleep disorder,0.46149999999999997,13,0.0355,3.55
session,PSILOCYBIN,Back2024,mild_dose,mild_dose,active,25,headache,0.27,15,0.018000000000000002,1.8000000000000003
session,PSILOCYBIN,Back2024,mild_dose,mild_dose,active,25,hypertension,0.6,15,0.04,4
session,PSILOCYBIN,Back2024,mild_dose,mild_dose,active,25,nausea,0.27,15,0.018000000000000002,1.8000000000000003
session,PSILOCYBIN,Back2024,mild_dose,mild_dose,active,25,tachycardia,0.13,15,0.008666666666666666,0.8666666666666666
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,abdominal pain,0.0625,48,0.0013020833333333333,0.13020833333333331
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,anemia,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,anger,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,anxiety,0.145833333333333,48,0.0030381944444444376,0.30381944444444375
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,arthralgia,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,back pain,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,biopsy,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,bronchitis,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,bronchitis bacterial,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,cataract,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,constipation,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,contact dermatitis,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,corona virus infection,0.0416666666666667,48,8.680555555555563e-4,0.08680555555555562
