time_window,molecule,study_id,arm_id,group,arm_type,dose_mg,ae_term,events_total,n_total,rate,rate_pct
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,cough,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,depression,0.0625,48,0.0013020833333333333,0.13020833333333331
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,diarrhea,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,diverticulitis,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,dizziness,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,dyspepsia,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,dysphoria,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,dyspnea,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,edema,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,eye infection,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,fatigue,0.0416666666666666,48,8.680555555555542e-4,0.08680555555555541
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,food allergy,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,food poisoning,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,fungal infection,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,gingivitis,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,headache,0.4375,48,0.009114583333333334,0.9114583333333334
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,hypertension,0.0416666666666666,48,8.680555555555542e-4,0.08680555555555541
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,hyperventilation,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,hypoesthesia,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,hyponatremia,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,illusion,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,influenza like illness,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,limb injury,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,lower resp. tract congestion,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,malignant melanoma,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,mallory-weiss syndrom,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,migraine,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,muscle strain,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,musculoskeletal pain,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,myalgia,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,nasal congestion,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,nausea,0.208333333333333,48,0.004340277777777771,0.4340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,oropharyngeal pain,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,pain,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,pain in extremity,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,palpitations,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,peripheral swelling,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,photopsia,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,psychomotor hyperactivity,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,pyrexia,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,restlessness,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,rhinorrhea,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,sedation,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,sinus congestion,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,sinus headache,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,sleep disorder,0.0625,48,0.0013020833333333333,0.13020833333333331
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,suicidal ideation,0.0833333333333333,48,0.0017361111111111104,0.17361111111111105
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,testicular pain,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,thrombocytosis,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,toothache,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,traumatic lung injury,0,48,0,0
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,urinary incontinence,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,vomiting,0.0416666666666667,48,8.680555555555563e-4,0.08680555555555562
session,PSILOCYBIN,Bogenschutz2022,high_dose,high_dose,active,40,withdrawal syndrome,0.0208333333333333,48,4.340277777777771e-4,0.04340277777777771
session,PSILOCYBIN,CarhartHarris2021,mild_dose,mild_dose,active,25,anxiety,0,30,0,0
session,PSILOCYBIN,CarhartHarris2021,mild_dose,mild_dose,active,25,diarrhea,0.0333333333333333,30,0.00111111111111111,0.11111111111111101
session,PSILOCYBIN,CarhartHarris2021,mild_dose,mild_dose,active,25,fatigue,0.0666666666666667,30,0.002222222222222223,0.22222222222222232
session,PSILOCYBIN,CarhartHarris2021,mild_dose,mild_dose,active,25,feeling abnormal,0,30,0,0
session,PSILOCYBIN,CarhartHarris2021,mild_dose,mild_dose,active,25,headache,0.666666666666667,30,0.022222222222222233,2.222222222222223
session,PSILOCYBIN,CarhartHarris2021,mild_dose,mild_dose,active,25,migraine,0.1,30,0.0033333333333333335,0.33333333333333337
session,PSILOCYBIN,CarhartHarris2021,mild_dose,mild_dose,active,25,nausea,0.266666666666667,30,0.0088888888888889,0.88888888888889
session,PSILOCYBIN,CarhartHarris2021,mild_dose,mild_dose,active,25,palpitations,0.0333333333333333,30,0.00111111111111111,0.11111111111111101
session,PSILOCYBIN,CarhartHarris2021,mild_dose,mild_dose,active,25,restlessness,0.0666666666666667,30,0.002222222222222223,0.22222222222222232
session,PSILOCYBIN,CarhartHarris2021,mild_dose,mild_dose,active,25,sleep disorder,0.0333333333333333,30,0.00111111111111111,0.11111111111111101
session,PSILOCYBIN,CarhartHarris2021,mild_dose,mild_dose,active,25,vomiting,0.0666666666666667,30,0.002222222222222223,0.22222222222222232
session,PSILOCYBIN,CarhartHarris2021,mild_dose,mild_dose,active,25,xerostomia,0,30,0,0
session,PSILOCYBIN,Goodwin2022,high_dose,high_dose,active,25,abdominal pain,0.0506329113924051,79,6.40922929017786e-4,0.0640922929017786
session,PSILOCYBIN,Goodwin2022,high_dose,high_dose,active,25,anxiety,0.1139240506329115,79,0.001442076590290019,0.1442076590290019
session,PSILOCYBIN,Goodwin2022,high_dose,high_dose,active,25,back pain,0.0759493670886076,79,9.613843935266785e-4,0.09613843935266785
session,PSILOCYBIN,Goodwin2022,high_dose,high_dose,active,25,depressed mood,0.0379746835443038,79,4.8069219676333925e-4,0.04806921967633392
session,PSILOCYBIN,Goodwin2022,high_dose,high_dose,active,25,dizziness,0.0759493670886076,79,9.613843935266785e-4,0.09613843935266785
session,PSILOCYBIN,Goodwin2022,high_dose,high_dose,active,25,euphoric mood,0.0506329113924051,79,6.40922929017786e-4,0.0640922929017786
session,PSILOCYBIN,Goodwin2022,high_dose,high_dose,active,25,fatigue,0.151898734177215,79,0.0019227687870533544,0.19227687870533544
session,PSILOCYBIN,Goodwin2022,high_dose,high_dose,active,25,headache,0.430379746835443,79,0.005447844896651177,0.5447844896651177
session,PSILOCYBIN,Goodwin2022,high_dose,high_dose,active,25,hospitalisation,0,79,0,0
session,PSILOCYBIN,Goodwin2022,high_dose,high_dose,active,25,intentional self‑injury,0.0253164556962025,79,3.204614645088924e-4,0.03204614645088924
session,PSILOCYBIN,Goodwin2022,high_dose,high_dose,active,25,irritability,0.0506329113924051,79,6.40922929017786e-4,0.0640922929017786
session,PSILOCYBIN,Goodwin2022,high_dose,high_dose,active,25,mood altered,0.10126582278481,79,0.0012818458580355697,0.12818458580355696
session,PSILOCYBIN,Goodwin2022,high_dose,high_dose,active,25,myalgia,0.0632911392405063,79,8.011536612722317e-4,0.08011536612722317
session,PSILOCYBIN,Goodwin2022,high_dose,high_dose,active,25,nausea,0.240506329113924,79,0.003044383912834481,0.30443839128344813
session,PSILOCYBIN,Goodwin2022,high_dose,high_dose,active,25,panic reaction,0.0506329113924051,79,6.40922929017786e-4,0.0640922929017786
session,PSILOCYBIN,Goodwin2022,high_dose,high_dose,active,25,paresthesia,0.0379746835443038,79,4.8069219676333925e-4,0.04806921967633392
session,PSILOCYBIN,Goodwin2022,high_dose,high_dose,active,25,sleep disorder,0.10126582278481,79,0.0012818458580355697,0.12818458580355696
session,PSILOCYBIN,Goodwin2022,high_dose,high_dose,active,25,suicidal behavior,0.0379746835443038,79,4.8069219676333925e-4,0.04806921967633392
session,PSILOCYBIN,Goodwin2022,high_dose,high_dose,active,25,suicidal ideation,0.0886075949367088,79,0.001121615125781124,0.11216151257811241
session,PSILOCYBIN,Goodwin2022,high_dose,high_dose,active,25,thinking abnormal,0,79,0,0
session,PSILOCYBIN,Goodwin2022,high_dose,high_dose,active,25,withdrawal syndrome,0.0126582278481013,79,1.6023073225444683e-4,0.016023073225444683
session,PSILOCYBIN,Goodwin2022,mild_dose,mild_dose,active,10,abdominal pain,0.0266666666666667,75,3.55555555555556e-4,0.035555555555555604
session,PSILOCYBIN,Goodwin2022,mild_dose,mild_dose,active,10,anxiety,0.213333333333333,75,0.00284444444444444,0.284444444444444
session,PSILOCYBIN,Goodwin2022,mild_dose,mild_dose,active,10,back pain,0,75,0,0
session,PSILOCYBIN,Goodwin2022,mild_dose,mild_dose,active,10,depressed mood,0.0666666666666667,75,8.888888888888893e-4,0.08888888888888892
session,PSILOCYBIN,Goodwin2022,mild_dose,mild_dose,active,10,dizziness,0.0133333333333333,75,1.7777777777777733e-4,0.017777777777777733
session,PSILOCYBIN,Goodwin2022,mild_dose,mild_dose,active,10,euphoric mood,0.0666666666666667,75,8.888888888888893e-4,0.08888888888888892
session,PSILOCYBIN,Goodwin2022,mild_dose,mild_dose,active,10,fatigue,0.0666666666666667,75,8.888888888888893e-4,0.08888888888888892
session,PSILOCYBIN,Goodwin2022,mild_dose,mild_dose,active,10,headache,0.293333333333333,75,0.0039111111111111065,0.39111111111111063
session,PSILOCYBIN,Goodwin2022,mild_dose,mild_dose,active,10,hospitalisation,0.0133333333333333,75,1.7777777777777733e-4,0.017777777777777733
session,PSILOCYBIN,Goodwin2022,mild_dose,mild_dose,active,10,intentional self‑injury,0.0266666666666667,75,3.55555555555556e-4,0.035555555555555604
session,PSILOCYBIN,Goodwin2022,mild_dose,mild_dose,active,10,irritability,0.0266666666666667,75,3.55555555555556e-4,0.035555555555555604
session,PSILOCYBIN,Goodwin2022,mild_dose,mild_dose,active,10,mood altered,0.04,75,5.333333333333334e-4,0.05333333333333334
session,PSILOCYBIN,Goodwin2022,mild_dose,mild_dose,active,10,myalgia,0.0266666666666667,75,3.55555555555556e-4,0.035555555555555604
session,PSILOCYBIN,Goodwin2022,mild_dose,mild_dose,active,10,nausea,0.0533333333333333,75,7.111111111111107e-4,0.07111111111111107
session,PSILOCYBIN,Goodwin2022,mild_dose,mild_dose,active,10,panic reaction,0.0133333333333333,75,1.7777777777777733e-4,0.017777777777777733
session,PSILOCYBIN,Goodwin2022,mild_dose,mild_dose,active,10,paresthesia,0.0533333333333333,75,7.111111111111107e-4,0.07111111111111107
session,PSILOCYBIN,Goodwin2022,mild_dose,mild_dose,active,10,sleep disorder,0.146666666666667,75,0.00195555555555556,0.195555555555556
session,PSILOCYBIN,Goodwin2022,mild_dose,mild_dose,active,10,suicidal behavior,0,75,0,0
session,PSILOCYBIN,Goodwin2022,mild_dose,mild_dose,active,10,suicidal ideation,0.08,75,0.0010666666666666667,0.10666666666666667
session,PSILOCYBIN,Goodwin2022,mild_dose,mild_dose,active,10,thinking abnormal,0.0533333333333333,75,7.111111111111107e-4,0.07111111111111107
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,abdominal pain,0.10625,160,6.640624999999999e-4,0.06640625
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,anxiety,0.18125,160,0.0011328125,0.11328124999999999
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,confusion,0.075,160,4.6875e-4,0.046875
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,depression,0.0625,160,3.90625e-4,0.0390625
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,dissociation,0.21875,160,0.0013671875,0.13671875
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,dizziness,0.1875,160,0.001171875,0.1171875
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,fatigue,0.175,160,0.0010937499999999999,0.10937499999999999
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,headache,0.55,160,0.0034375000000000005,0.34375000000000006
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,hypertension,0.5125,160,0.003203125,0.3203125
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,hypertensive crisis,0.01,160,6.25e-5,0.00625
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,illusion,0.4875,160,0.003046875,0.3046875
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,insomnia,0.06875,160,4.2968750000000006e-4,0.04296875000000001
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,mood altered/lability,0.61875,160,0.0038671875,0.38671875
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,nausea,0.34375,160,0.0021484375,0.21484375000000003
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,palpitations,0.05,160,3.125e-4,0.03125
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,panic reaction,0.01875,160,1.171875e-4,0.01171875
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,paresthesia,0.14375,160,8.984374999999999e-4,0.08984375
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,perspiration,0.11875,160,7.421875e-4,0.07421875
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,physical pain,0.075,160,4.6875e-4,0.046875
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,polyuria,0.0625,160,3.90625e-4,0.0390625
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,pseudohallucination,0.20625,160,0.0012890624999999998,0.12890624999999997
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,restlessness,0.09375,160,5.859375e-4,0.05859375
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,somnolence,0.05,160,3.125e-4,0.03125
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,suicidal ideation,0.01,160,6.25e-5,0.00625
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,synaesthesia,0.125,160,7.8125e-4,0.078125
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,syncope,0.01,160,6.25e-5,0.00625
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,tachycardia,0.08125,160,5.078125e-4,0.05078125
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,temperature perception disturbances,0.15,160,9.375e-4,0.09375
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,tension,0.05,160,3.125e-4,0.03125
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,thinking abnornal,0.06875,160,4.2968750000000006e-4,0.04296875000000001
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,tremor,0.06875,160,4.2968750000000006e-4,0.04296875000000001
session,PSILOCYBIN,Mertens2026,high_dose,high_dose,active,25,vivid imagination,0.55625,160,0.0034765625,0.34765625
session,PSILOCYBIN,Raison2023,high_dose,high_dose,active,25,headache,0.66,50,0.0132,1.32
session,PSILOCYBIN,Raison2023,high_dose,high_dose,active,25,illusion,0.44,50,0.0088,0.88
session,PSILOCYBIN,Raison2023,high_dose,high_dose,active,25,nausea,0.48,50,0.0096,0.96
session,PSILOCYBIN,Rieser2025,high_dose,high_dose,active,25,headache,0.277777777777778,18,0.015432098765432112,1.5432098765432112
session,PSILOCYBIN,Rieser2025,high_dose,high_dose,active,25,hyperglycemia,0.0555555555555556,18,0.003086419753086422,0.30864197530864224
session,PSILOCYBIN,Rieser2025,high_dose,high_dose,active,25,memory impairment,0.0555555555555556,18,0.003086419753086422,0.30864197530864224
session,PSILOCYBIN,Rieser2025,high_dose,high_dose,active,25,migraine,0.0555555555555556,18,0.003086419753086422,0.30864197530864224
session,PSILOCYBIN,Rieser2025,high_dose,high_dose,active,25,nausea,0.111111111111111,18,0.006172839506172833,0.6172839506172834
session,PSILOCYBIN,Rieser2025,high_dose,high_dose,active,25,physical pain,0,18,0,0
session,PSILOCYBIN,Rieser2025,high_dose,high_dose,active,25,stress,0,18,0,0
session,PSILOCYBIN,Ross2016,high_dose,high_dose,active,25,anxiety,0.172413793103448,29,0.0059453032104637244,0.5945303210463725
session,PSILOCYBIN,Ross2016,high_dose,high_dose,active,25,feeling abnormal,0.0689655172413793,29,0.002378121284185493,0.2378121284185493
session,PSILOCYBIN,Ross2016,high_dose,high_dose,active,25,headache,0.275862068965517,29,0.009512485136741966,0.9512485136741966
session,PSILOCYBIN,Ross2016,high_dose,high_dose,active,25,hypertension,0.758620689655172,29,0.026159334126040414,2.615933412604041
session,PSILOCYBIN,Ross2016,high_dose,high_dose,active,25,nausea,0.137931034482759,29,0.004756242568371,0.4756242568371
session,PSILOCYBIN,VonRotz2023,high_dose,high_dose,active,25,cystitis,0.0384615384615385,26,0.0014792899408284039,0.14792899408284038
session,PSILOCYBIN,VonRotz2023,high_dose,high_dose,active,25,diarrhea,0.0384615384615385,26,0.0014792899408284039,0.14792899408284038
session,PSILOCYBIN,VonRotz2023,high_dose,high_dose,active,25,dizziness,0.0769230769230769,26,0.002958579881656804,0.2958579881656804
session,PSILOCYBIN,VonRotz2023,high_dose,high_dose,active,25,headache,0.153846153846154,26,0.005917159763313615,0.5917159763313615
session,PSILOCYBIN,VonRotz2023,high_dose,high_dose,active,25,temperature perception disturbances,0.0769230769230769,26,0.002958579881656804,0.2958579881656804
