window,molecule,beta,p_slope,stars,k,I2,tau2,year_min,year_max,dose_min,dose_max
session,PSILOCYBIN,-0.06763027754325734,2.1465000761546457e-5,***,166,57.84557720132182,2.2977884777621567,2016,2025,10,40
