molecule,k_total,QM,QMp,p_overall,stars
LSD,108,4.699522883063533,0.0023497221574069844,0.0023497221574069844,**
MDMA,58,0.5503500672423522,0.45817469213113005,0.45817469213113005,
PSILOCYBIN,30,0.00933211684347372,0.9230417675623248,0.9230417675623248,
